id	area	statement	status	evidence	invariant
BT-REQ-0585	SPEC-05-store-persistence	`agent_capabilities` deliberately has no primary key and is unique on `(tenant_id, coalesce(workspace_id,''), name)` so two workspaces may each own the same profile name.	IMPLEMENTED	`boltrig/store/schema.sql:341` "There is deliberately NO primary key"	-
BT-REQ-0586	SPEC-05-store-persistence	`workspace_members` carries `tenant_id` in its primary key because workspace ids collide across orgs by construction.	IMPLEMENTED	`boltrig/store/schema.sql:1886` "collides across orgs BY CONSTRUCTION"	-
BT-REQ-0587	SPEC-05-store-persistence	`identity_orgs` is a pre-tenant membership index holding no secret and no business data, and is never the authority for an access decision.	IMPLEMENTED	`boltrig/store/schema.sql:1906` "It is NOT an authority: every"	SEC-08
BT-REQ-0588	SPEC-05-store-persistence	`K-22`, the tenant-isolation kernel invariant cited by `schema.sql` and `rls.sql`, is not a declared id in `tests/invariants.yaml`, so no test is bound to it by that name.	IMPLEMENTED-UNTESTED	`boltrig/store/rls.sql:1` "Boltrig RLS overlay (SEC-08 / K-22 / SEC-65)"	-
BT-REQ-0600	SPEC-06-adapters-mcp	Every adapter implements one Protocol carrying `id`, `version`, `runtime`, `describe()`, `execute()` and `health()`.	IMPLEMENTED-UNTESTED	`boltrig/adapters/base.py:135` "class Adapter(Protocol):"	-
BT-REQ-0601	SPEC-06-adapters-mcp	`describe()` returns a list of `VerbSpec` values and performs no I/O.	IMPLEMENTED	`boltrig/adapters/base.py:141` "The verbs this adapter provides"	US-ADP-01
BT-REQ-0602	SPEC-06-adapters-mcp	`VerbSpec` declares verb id, noun id, input and output schema, consequence, description, rate limit, degraded mode, idempotency mode, implements and capability version as data.	IMPLEMENTED-UNTESTED	`boltrig/adapters/base.py:88` "class VerbSpec:"	-
BT-REQ-0603	SPEC-06-adapters-mcp	`Credential.material` is repr suppressed and `__str__` renders a wrapper, so no format string or traceback prints the secret.	IMPLEMENTED	`boltrig/adapters/base.py:26` "field(default_factory=dict, repr=False)"	SEC-05
BT-REQ-0604	SPEC-06-adapters-mcp	`bearer_token` derives a token from credential material by trying `token`, `api_key`, then `value`, returning None when absent.	IMPLEMENTED	`boltrig/adapters/base.py:42` `"for key in (\"token\", \"api_key\", \"value\"):"`	SEC-167
BT-REQ-0605	SPEC-06-adapters-mcp	Adapters map native errors onto a seven member `ErrorClass` taxonomy.	IMPLEMENTED-UNTESTED	`boltrig/adapters/base.py:52` `"NOT_FOUND = \"not_found\""`	-
BT-REQ-0606	SPEC-06-adapters-mcp	`Result` carries `ok`, `output` and an optional `AdapterError` with retry hints.	IMPLEMENTED-UNTESTED	`boltrig/adapters/base.py:70` "class Result:"	-
BT-REQ-0607	SPEC-06-adapters-mcp	`register_adapter_verbs` upserts a noun, a verb and a binding for each declared spec, so a new integration needs no kernel code change.	IMPLEMENTED	`boltrig/kernel/registry.py:140` "Noun, verb and binding for ONE spec"	US-ADP-01
BT-REQ-0608	SPEC-06-adapters-mcp	Adapter registration never replaces a binding whose target type is AGENT.	IMPLEMENTED	tests/test_verb_binding_ownership.py::test_agent_repoint_survives_re_registration	-
BT-REQ-0609	SPEC-06-adapters-mcp	Two adapters may publish the same verb; the last registration wins and manifest order picks the provider.	IMPLEMENTED	tests/test_verb_binding_ownership.py::test_a_later_adapter_may_still_take_the_verb	-
BT-REQ-0610	SPEC-06-adapters-mcp	When an `EffectLog` is passed, registration records the exact inverse of every noun, verb and binding change at apply time.	IMPLEMENTED	tests/test_verb_binding_ownership.py::test_revert_restores_what_registration_displaced	SEC-22
BT-REQ-0611	SPEC-06-adapters-mcp	An external provider's whole operation catalogue is ingested as capability source operations; builtin adapters ingest only specs that declare `implements`.	IMPLEMENTED	tests/adapters/test_mcp_capability_claims.py::test_a_tool_that_claims_nothing_creates_no_binding	-
BT-REQ-0612	SPEC-06-adapters-mcp	A declared `implements` produces an approved capability binding only for a first party connection; every other source lands proposed and routes nothing.	IMPLEMENTED	tests/adapters/test_mcp_capability_claims.py::test_a_declared_capability_reaches_the_registry_as_a_proposed_binding	-
BT-REQ-0613	SPEC-06-adapters-mcp	Optional adapter members `source`, `activated`, `mcp_resources`, `inverses`, `setup_without_probe`, `review_and_activate` and `connect` are read by `getattr`, so an adapter omitting them is unchanged.	IMPLEMENTED-UNTESTED	`boltrig/kernel/__init__.py:144` `"resource_specs = getattr(adapter, \"mcp_resources\", None)"`	-
BT-REQ-0614	SPEC-06-adapters-mcp	Registering an adapter writes an `adapters` row carrying version, runtime, source, module ref and the review gate flag.	IMPLEMENTED-UNTESTED	`boltrig/kernel/__init__.py:150` "await self.store.upsert_adapter("	-
BT-REQ-0615	SPEC-06-adapters-mcp	The loader holds live instances keyed by `(tenant_id, adapter_id)` and hot replaces on re-register without a kernel restart.	IMPLEMENTED-UNTESTED	`boltrig/adapters/loader.py:36` "self._live[(tenant_id, adapter.id)] = adapter"	-
BT-REQ-0616	SPEC-06-adapters-mcp	`AdapterLoader.load_module` never raises: a failed import records health `down` keyed by the module ref and returns None.	IMPLEMENTED-UNTESTED	`boltrig/adapters/loader.py:66` `"self._health[(tenant_id, module_ref)] = \"down\""`	-
BT-REQ-0617	SPEC-06-adapters-mcp	`refresh_health` bounds every probe at 2.5 seconds and records a hung backend as `down`.	IMPLEMENTED	`boltrig/adapters/loader.py:86` "await asyncio.wait_for(adapter.health(), probe_timeout_s)"	FR-OPS-05
BT-REQ-0618	SPEC-06-adapters-mcp	`health_snapshot` serves the cached posture and schedules a bounded background refresh when stale, never awaiting adapter I/O.	IMPLEMENTED	`boltrig/adapters/loader.py:95` "must never await live adapter"	FR-OPS-05
BT-REQ-0619	SPEC-06-adapters-mcp	An adapter declaring `setup_without_probe` registers with health `degraded`, not `ok`; every other adapter registers `unknown`.	IMPLEMENTED	tests/adapters/test_cloud_audio_adapters.py::test_cloud_audio_verbs_are_bounded_and_setup_ready_is_not_ok_health	-
BT-REQ-0620	SPEC-06-adapters-mcp	`unload` forgets a live instance and its health row and is a no-op when absent.	IMPLEMENTED	`boltrig/adapters/loader.py:47` "self._live.pop((tenant_id, adapter_id), None)"	SEC-22
BT-REQ-0621	SPEC-06-adapters-mcp	`HttpAdapter` maps 401/403 to UNAUTHORISED, 404 NOT_FOUND, 409 CONFLICT, 429 RATE_LIMITED, 5xx UNAVAILABLE, other 4xx INVALID and anything else INTERNAL.	IMPLEMENTED-UNTESTED	`boltrig/adapters/http_base.py:371` "def _map_status"	-
BT-REQ-0622	SPEC-06-adapters-mcp	Only GET, HEAD and OPTIONS are auto retried, so a mutating call is never re-issued after a transport error or 5xx.	IMPLEMENTED	tests/adapters/test_http_base_retry.py::test_post_is_never_retried_after_a_5xx	-
BT-REQ-0623	SPEC-06-adapters-mcp	`Retry-After` is honoured as delta seconds or as an HTTP date, clamped to the policy max delay.	IMPLEMENTED-UNTESTED	`boltrig/adapters/http_base.py:413` "either delta-seconds or an HTTP-date"	-
BT-REQ-0624	SPEC-06-adapters-mcp	Each HTTP adapter instance holds a sliding window client side rate limiter acquired before every attempt.	IMPLEMENTED	`boltrig/adapters/http_policy.py:38` "A small in-process sliding-window limiter"	FR-KER-05
BT-REQ-0625	SPEC-06-adapters-mcp	`HttpAdapter._client` builds a pinned transport and FAILS construction rather than shipping an unpinned client when the guard refuses.	IMPLEMENTED	`boltrig/adapters/http_base.py:179` "policy, SEC-52) FAILS the construction"	SEC-61
BT-REQ-0626	SPEC-06-adapters-mcp	Every adapter HTTP client sets `follow_redirects=False`, so a 30x cannot be chased into internal space.	IMPLEMENTED	`boltrig/adapters/http_base.py:204` "follow_redirects=False,"	SEC-61
BT-REQ-0627	SPEC-06-adapters-mcp	`HttpAdapter.request` asserts the egress guard on the EFFECTIVE joined URL before the request leaves.	IMPLEMENTED	`boltrig/adapters/http_base.py:266` "assert_egress_allowed("	SEC-61
BT-REQ-0628	SPEC-06-adapters-mcp	Credential material becomes either an httpx BasicAuth object or an Authorization header, and only the derived value leaves `_auth`.	IMPLEMENTED	`boltrig/adapters/http_base.py:211` "Material is never logged"	SEC-05
BT-REQ-0629	SPEC-06-adapters-mcp	A per tenant base URL may ride in on credential material and overrides the class default.	IMPLEMENTED-UNTESTED	`boltrig/adapters/http_base.py:160` `"override = credential.material.get(\"base_url\")"`	-
BT-REQ-0630	SPEC-06-adapters-mcp	Every outbound response is buffered under a fixed byte cap with transparent decompression disabled, and a server ignoring identity encoding is refused before body iteration.	IMPLEMENTED	`boltrig/adapters/http_response.py:97` `"headers[\"Accept-Encoding\"] = \"identity\""`	SEC-196
BT-REQ-0631	SPEC-06-adapters-mcp	Link and offset pagination helpers stop at 50 pages.	IMPLEMENTED-UNTESTED	`boltrig/adapters/http_base.py:325` "max_pages: int = 50"	-
BT-REQ-0632	SPEC-06-adapters-mcp	An unexpected exception inside an HTTP adapter is converted to an INTERNAL `Result` rather than propagating to the kernel.	IMPLEMENTED-UNTESTED	`boltrig/adapters/http_base.py:130` "a bad adapter must never crash the kernel"	-
BT-REQ-0633	SPEC-06-adapters-mcp	`HttpAdapter.health` probes the base URL through a plain unguarded, unpinned httpx client.	IMPLEMENTED-UNTESTED	`boltrig/adapters/http_base.py:140` "async with httpx.AsyncClient(timeout=min(self.timeout, 5.0))"	-
BT-REQ-0634	SPEC-06-adapters-mcp	A read scoped SQL binding cannot write, and the refusal lands before any statement reaches the driver.	IMPLEMENTED	tests/adapters/test_sql_base_write_scope.py::test_the_refusal_happens_BEFORE_anything_reaches_the_driver	SEC-189
BT-REQ-0635	SPEC-06-adapters-mcp	SQL caller values are always bound parameters; the SQL text never interpolates a caller value.	IMPLEMENTED	`boltrig/adapters/sql_base.py:10` "Parameterised statements only."	SEC-09
BT-REQ-0636	SPEC-06-adapters-mcp	A DSN may ride in on credential material or be built from host, database, user, password and port with URL quoting, else the adapter default is used.	IMPLEMENTED-UNTESTED	`boltrig/adapters/sql_base.py:172` `"auth = f\"{quote_plus(user)}:{quote_plus(password)}@\" if user else \"\""`	-
BT-REQ-0637	SPEC-06-adapters-mcp	A missing sqlalchemy, a missing dialect driver or an unreachable backend degrades to UNAVAILABLE instead of crashing the kernel.	IMPLEMENTED-UNTESTED	`boltrig/adapters/sql_base.py:206` "sql engine unavailable (sqlalchemy not importable)"	-
BT-REQ-0638	SPEC-06-adapters-mcp	`check_network_policy` decides in fixed order: scheme, air gap, block list, allow list, then the SSRF guard over every resolved address.	IMPLEMENTED	`boltrig/adapters/egress.py:168` "scheme, air-gap, block list, allow list, then the SSRF guard"	SEC-52
BT-REQ-0639	SPEC-06-adapters-mcp	An unparseable address is refused, and a host that did not resolve is refused.	IMPLEMENTED	`boltrig/adapters/egress.py:113` "return True  # unparseable -> fail closed"	SEC-61
BT-REQ-0640	SPEC-06-adapters-mcp	`allow_internal` skips ONLY the internal address check; scheme, air gap and the domain lists still apply.	IMPLEMENTED	tests/security/test_egress_pinning.py::test_allow_internal_skips_only_the_internal_address_check	SEC-61
BT-REQ-0641	SPEC-06-adapters-mcp	`resolve_host` resolves once, preserves resolver preference order and de-duplicates, returning an empty list on OSError.	IMPLEMENTED	`boltrig/adapters/egress.py:212` "Preserve the resolver's preference order while removing duplicates."	SEC-61
BT-REQ-0642	SPEC-06-adapters-mcp	Pinned clients connect to the audited IP literal while TLS SNI and certificate verification keep the original host, and force `follow_redirects=False`.	IMPLEMENTED	tests/security/test_egress_pinning.py::test_pinned_client_uses_vetted_ip_and_preserves_host	SEC-61
BT-REQ-0643	SPEC-06-adapters-mcp	With `https_proxy` configured the client is proxied and unpinned, and the local guard still runs before the client is built.	IMPLEMENTED	`boltrig/adapters/egress.py:317` "the guard stands in proxy mode too"	SEC-61
BT-REQ-0644	SPEC-06-adapters-mcp	An operator supplied `ca_bundle` builds a context trusting only those roots and a missing or malformed bundle fails closed rather than falling back to public roots.	IMPLEMENTED	`boltrig/adapters/egress.py:58` "FAILS CLOSED rather than silently falling back"	SEC-61
BT-REQ-0645	SPEC-06-adapters-mcp	The composition root installs one process wide NetworkConfig that binds every adapter built by a plain factory, and an explicit constructor config always supersedes it.	IMPLEMENTED	`boltrig/config/manifest_apply.py:221` "set_default_network_config(network.as_egress_config())"	SEC-52
BT-REQ-0646	SPEC-06-adapters-mcp	An egress refusal message reaching an agent never names the resolved internal address; the addresses go to the kernel log at the raise site.	IMPLEMENTED-UNTESTED	`boltrig/adapters/egress.py:197` "an internal hostname probe then read back the internal"	-
BT-REQ-0647	SPEC-06-adapters-mcp	`assert_no_metadata_egress` has no production caller and is exercised only by tests.	DEAD	`boltrig/adapters/egress.py:131` "def assert_no_metadata_egress"; bounded rg over the pinned tree hits only egress.py and tests/security/test_round_sixteen.py	SEC-61
BT-REQ-0648	SPEC-06-adapters-mcp	The OpenAPI to adapter transform is deterministic and offline; no model is called.	IMPLEMENTED	`boltrig/adapters/generator.py:5` "fully DETERMINISTIC and offline: NO LLM is"	US-ADP-01
BT-REQ-0649	SPEC-06-adapters-mcp	Each operation derives a verb id, a noun id, merged input schema, output schema, consequence by HTTP method, a rate limit and a pagination style.	IMPLEMENTED	`boltrig/adapters/generator.py:403` `"consequence = \"high\" if method in _MUTATING else \"low\""`	US-ADP-01
BT-REQ-0650	SPEC-06-adapters-mcp	A generated adapter is inert until a named reviewer activates it, and `execute` itself refuses while inert.	IMPLEMENTED	tests/integration/test_generated_adapter.py::test_generated_adapter_inert_until_reviewed	SEC-22
BT-REQ-0651	SPEC-06-adapters-mcp	An OpenAPI spec URL is fetched through the pinned egress guard, streamed, and refused past a four megabyte cap; a local file path requires an explicit opt-in.	IMPLEMENTED	tests/adapters/test_generator_spec_fetch.py::test_an_oversized_spec_body_is_refused_not_buffered	-
BT-REQ-0652	SPEC-06-adapters-mcp	A generated adapter persists a bounded executable projection, never the OpenAPI document, capped at one megabyte and 512 operations, validated by round trip before any row is created.	IMPLEMENTED	`boltrig/config/control_generated_adapter.py:105` "Validate the exact encoded form before any durable row is created."	SEC-22
BT-REQ-0653	SPEC-06-adapters-mcp	A generated adapter declares no canonical capability: neither the generator nor the durable projection carries `implements`.	IMPLEMENTED-UNTESTED	`boltrig/config/control_generated_adapter.py:61` "def _verb_projection"	-
BT-REQ-0654	SPEC-06-adapters-mcp	MCP registration validates an absolute http(s) URL with no embedded credentials, query or fragment, and refuses raw secret material in favour of a credential reference.	IMPLEMENTED	tests/security/test_mcp_consumer_credential.py::test_registration_binds_the_ref_and_refuses_raw_material	SEC-167
BT-REQ-0655	SPEC-06-adapters-mcp	The MCP store row persists a JSON spec of url, allow_internal and credential id, and a pre-flag plain url row rehydrates with the guarded default.	IMPLEMENTED	tests/security/test_adapter_lifecycle.py::test_a_pre_flag_plain_url_row_rehydrates_with_the_guarded_default	SEC-61
BT-REQ-0656	SPEC-06-adapters-mcp	Tool discovery follows `tools/list` cursors under four bounds: 50 pages, an accumulated scan cap of 5000, a 2KB cursor and a repeat cursor refusal.	IMPLEMENTED	tests/adapters/test_mcp_pagination.py::test_a_repeating_cursor_is_refused_rather_than_looping	-
BT-REQ-0657	SPEC-06-adapters-mcp	A tool whose prefixed id is not a publishable verb id is skipped and reported once per page, never once per tool.	IMPLEMENTED	tests/adapters/test_mcp_consumer_adapter.py::test_unpublishable_tool_names_are_skipped_without_logging_content	-
BT-REQ-0658	SPEC-06-adapters-mcp	A duplicate tool name, within a page or across pages, invalidates the whole discovery.	IMPLEMENTED	tests/adapters/test_mcp_pagination.py::test_a_duplicate_tool_across_pages_is_refused	-
BT-REQ-0659	SPEC-06-adapters-mcp	The assembled snapshot is validated once, against the whole collection, at 5000 rows and two megabytes of canonical JSON.	IMPLEMENTED	tests/adapters/test_mcp_pagination.py::test_the_snapshot_cap_counts_the_running_total	-
BT-REQ-0660	SPEC-06-adapters-mcp	A consumed tool with no positive low risk signal registers as consequence high; absence is never read as evidence of safety.	IMPLEMENTED	tests/adapters/test_mcp_consumer_adapter.py::test_consequence_hint_precedence_and_fail_closed_clamps	SEC-22
BT-REQ-0661	SPEC-06-adapters-mcp	An external `implements` claim is accepted only as a bounded identifier with no version pin, and the binding it produces lands proposed.	IMPLEMENTED	tests/adapters/test_mcp_capability_claims.py::test_a_malformed_or_pinned_claim_is_dropped_not_honoured	-
BT-REQ-0662	SPEC-06-adapters-mcp	Every external tool description is prefixed as data rather than instructions before it reaches model context.	IMPLEMENTED	tests/security/test_mcp_server_surface.py::test_mcp_lifecycle_aliases_dispatch_canonical_controls_and_tools	-
BT-REQ-0663	SPEC-06-adapters-mcp	A consumed tool's verb honours the server's declared `outputSchema` and does not assert an object shape the protocol does not require.	IMPLEMENTED	`boltrig/adapters/mcp_verb_specs.py:30` "output_schema=tool.output_schema,"	FR-MCP-03
BT-REQ-0664	SPEC-06-adapters-mcp	Every MCP POST carries both the bearer and the boltrig token header, the handshake is lazy, and only a 400 or 404 earns one handshake and one retry.	IMPLEMENTED	tests/adapters/test_mcp_consumer_adapter.py::test_an_expired_session_re_handshakes_once_and_retries	-
BT-REQ-0665	SPEC-06-adapters-mcp	An SSE framed JSON-RPC response decodes to the last data event carrying a result or an error.	IMPLEMENTED	tests/adapters/test_mcp_transport_bounds.py::test_an_sse_framed_response_still_decodes	-
BT-REQ-0666	SPEC-06-adapters-mcp	A final MCP HTTP refusal carries only the status code; the response body never crosses the transport boundary.	IMPLEMENTED	`boltrig/adapters/mcp_transport.py:58` "carrying ONLY the status code"	SEC-167
BT-REQ-0667	SPEC-06-adapters-mcp	The MCP transport bounds every response body at the shared four megabyte JSON ceiling before buffering.	IMPLEMENTED	tests/adapters/test_mcp_transport_bounds.py::test_a_declared_oversize_body_is_refused_without_reading_it	SEC-196
BT-REQ-0668	SPEC-06-adapters-mcp	A consumed MCP server refuses execution until the review gate has activated it.	IMPLEMENTED	tests/integration/test_mcp_consumer.py::test_consumed_server_inert_until_reviewed	SEC-22
BT-REQ-0669	SPEC-06-adapters-mcp	A consumed MCP call with no resolved credential fails closed with UNAUTHORISED and never reaches the transport.	IMPLEMENTED	tests/security/test_mcp_consumer_credential.py::test_no_credential_fails_closed_even_with_a_static_token_planted	SEC-167
BT-REQ-0670	SPEC-06-adapters-mcp	The external server receives the bare tool name; the Boltrig namespace prefix never crosses the wire.	IMPLEMENTED	tests/adapters/test_mcp_consumer_adapter.py::test_calls_use_the_bare_tool_name_not_the_prefixed_verb	FR-MCP-03
BT-REQ-0671	SPEC-06-adapters-mcp	A non-Boltrig MCP result's text blocks are joined and fenced as data, not instructions, before becoming verb output.	IMPLEMENTED	tests/adapters/test_mcp_consumer_adapter.py::test_standard_mcp_content_falls_back_to_text_output	-
BT-REQ-0672	SPEC-06-adapters-mcp	An MCP consumer reports health `ok` only after a round trip answered in this process; rehydrated specs alone report `degraded`.	IMPLEMENTED	tests/adapters/test_mcp_consumer_adapter.py::test_rehydrated_specs_alone_are_never_reported_healthy	-
BT-REQ-0673	SPEC-06-adapters-mcp	A probe returns only a closed failure code; remote bodies, exception messages, URLs and credential references never cross the probe boundary.	IMPLEMENTED	`boltrig/adapters/mcp_consumer.py:169` "The result carries only a closed failure code."	SEC-22
BT-REQ-0674	SPEC-06-adapters-mcp	MCP activation requires a prior probe, a fresh probe whose snapshot digest matches the approved one, and a recorded HITL reviewer.	IMPLEMENTED	`boltrig/config/control_mcp_lifecycle.py:292` "MCP tool catalogue changed; review the new snapshot and retry"	SEC-22
BT-REQ-0675	SPEC-06-adapters-mcp	A failed MCP activation reverts every row it added or displaced, and a losing CAS never unpublishes an identical winner.	IMPLEMENTED	`boltrig/config/control_mcp_lifecycle.py:232` "A losing CAS must not unpublish/deactivate an identical winner."	SEC-22
BT-REQ-0676	SPEC-06-adapters-mcp	Deactivation unpublishes only the verbs the adapter owns and drops only the nouns nothing else references.	IMPLEMENTED	tests/security/test_adapter_lifecycle.py::test_deactivate_suspends_execution_like_a_never_registered_verb	SEC-22
BT-REQ-0677	SPEC-06-adapters-mcp	The dispatch adapter provider is store authoritative: a generated adapter serves only when activated, an MCP consumer only when its lifecycle is active, and a missing row unloads the instance.	IMPLEMENTED	`boltrig/kernel/adapter_provider.py:54` `"if lifecycle is not None and lifecycle.state == \"active\""`	SEC-22
BT-REQ-0678	SPEC-06-adapters-mcp	Boot rehydration rebuilds MCP and generated instances from their persisted projection and degrades one unusable stored snapshot rather than failing startup.	IMPLEMENTED	`boltrig/config/control_rehydrate.py:172` "Rehydrate must never be able to refuse the process a start."	SEC-22
BT-REQ-0679	SPEC-06-adapters-mcp	`McpConsumerAdapter.connect()` is unreachable in production because `control.adapter.activate` refuses an MCP consumer row before the connect branch.	DEAD	`boltrig/config/control_plane.py:187` "external MCP servers use control.mcp_server lifecycle controls"; sole call site `boltrig/config/control_operations.py:236` `"connect = getattr(adapter, \"connect\", None)"`	-
BT-REQ-0680	SPEC-06-adapters-mcp	`McpResourceSpec` is declarative data mapping a uri prefix onto a governed list verb and read verb with named projection keys.	IMPLEMENTED	tests/adapters/test_browser_cli_adapter.py::test_browser_frames_are_mcp_resources_without_raw_browser_protocol	-
BT-REQ-0681	SPEC-06-adapters-mcp	Adapter declared MCP resources are registered only through `Kernel.register_adapter`; loader-only registration paths publish none.	IMPLEMENTED-UNTESTED	`boltrig/kernel/__init__.py:145` "self.mcp.register_resources("	-
BT-REQ-0682	SPEC-06-adapters-mcp	MCP `resources/list` and `resources/read` invoke the named verbs through `kernel.invoke`, so grants, HITL, credential resolution and audit all apply.	IMPLEMENTED	tests/knowledge/test_knowledge_service.py:371 "\"method\": \"resources/read\"" with `boltrig/kernel/mcp.py:298` "return await self._kernel.invoke("	SEC-26
BT-REQ-0683	SPEC-06-adapters-mcp	A resource is visible only when the tenant ceiling AND the run token grant BOTH its list verb and its read verb.	IMPLEMENTED-UNTESTED	`boltrig/kernel/mcp.py:280` "if permissions.grants.permits(spec.list_verb)"	SEC-23
BT-REQ-0684	SPEC-06-adapters-mcp	A resource read refuses an empty id or one containing a path separator, and any failure returns one indistinguishable not-found-or-not-permitted error.	IMPLEMENTED-UNTESTED	`boltrig/kernel/mcp.py:347` `"if not resource_id or \"/\" in resource_id:"`	-
BT-REQ-0685	SPEC-06-adapters-mcp	Only the browser CLI adapter and the knowledge adapter declare MCP resources.	IMPLEMENTED	tests/adapters/test_browser_cli_adapter.py::test_browser_frames_are_mcp_resources_without_raw_browser_protocol	-
BT-REQ-0686	SPEC-06-adapters-mcp	Builtin adapters are registered by explicit factory calls and manifest module refs; nothing scans the builtin directory.	IMPLEMENTED	`boltrig/config/manifest.py:32` "_BUILTIN_MODULES: dict[str, str] = {"; bounded rg for iterdir/listdir/glob/pkgutil over boltrig/ finds no adapter scan	FR-EXT-01
BT-REQ-0687	SPEC-06-adapters-mcp	`web.fetch` refuses a policy blocked target before any network call and an agent supplied `max_bytes` can only shrink the 256KB cap.	IMPLEMENTED	tests/security/test_round_eight.py::test_adapter_refuses_internal_target_before_any_fetch	SEC-52
BT-REQ-0688	SPEC-06-adapters-mcp	`channel.send` is consequence high and its outbound webhook leg uses a pinned client carrying the manifest network posture.	IMPLEMENTED-UNTESTED	`boltrig/adapters/builtin/channel_send.py:190` `"consequence=\"high\", # outbound: HITL by default (SEC-39)"`	SEC-61
BT-REQ-0689	SPEC-06-adapters-mcp	Browser navigation validates the URL as public http(s), refuses localhost forms, runs the egress guard and then applies the optional domain allow list.	IMPLEMENTED	`boltrig/adapters/builtin/browser_commands.py:343` "assert_egress_allowed(raw)"	SEC-BRW-01
BT-REQ-0690	SPEC-06-adapters-mcp	Five audio adapters publish overlapping `voice.*` verbs and the split is made stable by withholding a verb rather than by binding precedence.	IMPLEMENTED-UNTESTED	`boltrig/adapters/builtin/fish_audio.py:164` "Boot registration binds each verb to"	-
BT-REQ-0691	SPEC-06-adapters-mcp	The local whisper and pocket voice adapters carry an explicit `allow_internal` network config that replaces, rather than merges with, the operator's manifest egress posture.	IMPLEMENTED-UNTESTED	`boltrig/adapters/builtin/local_whisper.py:122` `"network_config={\"allow_internal\": True},"`	SEC-61
BT-REQ-0692	SPEC-06-adapters-mcp	The cloud audio family's `setup_without_probe` posture holds only until the first background health refresh, after which an inherited unguarded probe can report `ok`.	IMPLEMENTED-UNTESTED	`boltrig/adapters/builtin/cloud_audio_base.py:86` "setup_without_probe = True" with `boltrig/adapters/http_base.py:135` "async def health"	-
BT-REQ-0693	SPEC-06-adapters-mcp	Script runtime adapters run their child process under an allow-listed scrubbed environment with an output cap and a terminate-on-timeout.	IMPLEMENTED	tests/adapters/test_browser_cli_adapter.py::test_browser_cli_child_env_does_not_inherit_user_or_provider_secrets	FR-HOST-13
BT-REQ-0694	SPEC-06-adapters-mcp	The voice tone package measures prosody in pure stdlib and reports no tone until a per speaker baseline has heard six utterances.	IMPLEMENTED	tests/unit/test_voice_tone.py::test_nothing_is_claimed_before_the_baseline_is_ready	-
BT-REQ-0695	SPEC-06-adapters-mcp	Changing a builtin adapter's declared verb data requires re-registering it per tenant through `scripts/resync-builtin-verbs.py`, because boot rehydration cannot reconstruct a builtin row.	IMPLEMENTED-UNTESTED	`scripts/resync-builtin-verbs.py:7` "a builtin registered into a tenant once keeps its ORIGINAL"	-
BT-REQ-0696	SPEC-06-adapters-mcp	Live adapter reads against real providers are opt-in only, gated on `BOLTRIG_LIVE_SMOKE` and the per adapter credential env, and never run in the offline suite.	IMPLEMENTED	`tests/adapters/test_live_smoke.py:16` `"os.environ.get(\"BOLTRIG_LIVE_SMOKE\") not in {\"1\", \"true\", \"yes\"},"`	-
BT-REQ-0697	SPEC-06-adapters-mcp	A manifest adapter whose module ref no longer imports warns and is skipped, and boot continues.	IMPLEMENTED-UNTESTED	`boltrig/config/manifest_apply.py:135` "a bad manifest adapter must not kill boot"	FR-EXT-01
BT-REQ-0698	SPEC-06-adapters-mcp	A manifest `mcp.consume` entry using the documented `credential:` key raises `ControlConflict` out of an unguarded boot path and aborts startup.	IMPLEMENTED-UNTESTED	`boltrig/config/control_mcp.py:70` "passes raw secret material; use 'credential_ref'" with `boltrig/api/bootstrap.py:214` `"for entry in (mcp_cfg or {}).get(\"consume\", []) or []:"`	-
BT-REQ-0699	SPEC-06-adapters-mcp	Registration refuses a reserved or malformed adapter id, and activation refuses duplicate verb ids, reserved core verb prefixes and a verb already owned by another target.	IMPLEMENTED	`boltrig/config/control_safety.py:37` "adapter declares a reserved core verb"	SEC-22
BT-REQ-0700	SPEC-07-identity-auth-capabilities	The system recognises exactly six Principal-producing resolvers: federated OIDC, Cloudflare Access, first-party session, personal access token, dev header, and the two internal builders (channel-bound sender, workflow webhook owner).	IMPLEMENTED	`boltrig/kernel/app.py:40` `"class Principal:"` and the eight construction sites listed in section 4.2	SEC-01
BT-REQ-0701	SPEC-07-identity-auth-capabilities	A Principal carries `credential_kind` as a separate axis from `actor_tier`, defaulting to `machine` so an unlabelled resolver is refused rather than admitted.	IMPLEMENTED	`boltrig/kernel/app.py:66` `"credential_kind: str = \"machine\""`	SEC-185
BT-REQ-0702	SPEC-07-identity-auth-capabilities	Exactly one authentication posture is selected at boot, in the order session, Cloudflare Access, generic OIDC, dev auth, deny-all.	IMPLEMENTED	`boltrig/api/auth_selection.py:104` `"if settings.session_auth_configured:"`	SEC-01
BT-REQ-0703	SPEC-07-identity-auth-capabilities	With no authentication configured every request is refused 401.	IMPLEMENTED	`boltrig/api/bootstrap.py:496` `"detail=\"authentication is not configured\""`	SEC-01
BT-REQ-0704	SPEC-07-identity-auth-capabilities	`BOLTRIG_DEV_AUTH=1` under any production signal aborts boot with a FATAL RuntimeError.	IMPLEMENTED	`boltrig/api/boot_guards.py:33` `"FATAL: BOLTRIG_DEV_AUTH is set with a production signal"`	SEC-01
